229.3,-563.95,454.53,-214.08,-191.03,468.01,193.39,-6.7593,541.07,135.19,-378.82,-482.57,-50.718,220.98,78.037,-30.774,52.169
386.43,-230.19,-306.86,-309.3,-101.79,-501.62,454.71,217.96,408.61,-158.27,255.91,-371.18,-318.45,359.01,305.62,164.98,62.01
11.581,-291.28,-207.44,-308.81,-20.904,405.55,124.2,-155.88,459.35,354.79,46.846,217.41,-347.15,283.13,0.89859,-56.646,666.43
-574.68,-1080,321.71,-583.73,-348.75,-338.83,423.96,-117.53,-189.72,297.12,-299.68,-104.95,322.54,73.754,484.12,373.23,267.14
421.65,-577.78,150.71,-134.71,30.458,-302.44,289.54,293.43,94.042,-128.12,239.25,-615.21,-316.43,22.781,75.573,-4.4015,-29.463
406.73,-698.54,65.882,-114.2,33.656,-0.080301,406.02,128.52,-88.989,-53.67,441.91,-386.22,-339.31,-117.8,35.492,50.244,156.35
93.097,-807.58,-463.9,-486.08,460.71,-130.94,1.15,261.16,-205.22,-303.39,-95.796,114.93,113.2,129.1,142.27,113.46,118.78
219.4,-642.01,419.78,-418.68,-174.69,-172.47,723.35,-250.77,146.88,183.44,100.93,-35.085,-293.29,117.94,34.318,309.05,-244.33
119.88,-618.5,-444.9,362.97,-660.51,326.29,166.37,186.21,-106.06,-78.68,-24.684,-208.89,-332.43,-480.64,-66.785,-99.125,-0.46186
545.97,-467.7,76.062,126.76,-7.0071,174.02,430.85,86.9,-329.46,-7.4381,307.35,-257.46,-33.01,-274.31,-379.41,-58.565,-159.72
387.52,-757.45,-308.84,373.41,-284.36,70.218,192.24,-44.526,-289.28,-421.67,140.78,-174.78,-139.8,-296.25,-217.07,58.673,-37.557
48.732,-391.68,-37.116,-275,-276.55,311.17,298.95,-41.525,26.238,285.16,446.56,236.89,-327.43,-190.37,-170.32,63.312,453.18
-278.89,-548.85,59.382,-815.04,176.6,-596.15,651.49,-443.45,98.144,-171.04,-794.15,292.88,141.3,-217.09,206.19,-174.2,23.121
453.47,-470.28,502.89,177.98,19.81,-54.898,113.98,-208.3,177.9,34.764,428.4,-586.06,-143.23,-156.73,-44.781,132.34,40.421
-34.563,71.034,-573.58,-109.37,-316.13,138.7,604.86,128.04,909.37,-117.99,303.75,131.65,32.823,83.783,180.11,245.98,334.78
224.22,-782.62,-145.4,55.184,-421.29,159.26,271.63,123.32,-134,-67.286,369.27,-313.25,-358.49,-275.25,-22.972,1.3378,210.85
428.89,-483.16,-249.43,136.66,-303.01,-129.7,227.93,238.97,-99.063,-628.08,276.68,-64.267,-255.44,224.5,-99.573,92.86,1.3354
-307.36,-855.68,275.53,-702.19,-84.826,-553.48,398.71,-227.54,-223.91,299.1,-168.58,122.53,367.26,99.923,219.75,312.23,198.73
-141.34,-837.56,-155.66,95.886,-138.11,-14.071,106.58,458.3,-113.99,-790.34,-126,-792.89,130.57,222.37,19.025,-64.827,32.643
617.84,-102.4,550.76,-103.34,59.372,269.81,368.03,37.758,178.89,95.643,108.55,-211.55,103.73,220.05,-328.71,257.73,-64.175
392.41,-704.37,-222.62,404.66,-189.98,18.682,227.8,377.12,-310.29,-473.14,111.62,-494.33,26.526,-135.53,-263.36,25.625,-90.492
314.35,-188.93,-348.12,151.38,-540.7,-109.12,169.83,373.12,315.53,-690.82,354.73,335.73,140.78,243.98,-200.37,-132.48,89.711
-166.6,-1039,538.89,-87.679,-596.28,-265.49,556.58,-188.65,30.432,221.04,140.33,-424.17,40.887,5.1447,311.6,266.01,-93.86
-120.81,-728.98,-612.88,-172.59,111.15,220.52,267.71,205.54,232.52,-581.28,-463.29,-83.489,-174.54,48.178,31.505,-190.19,59.532
195.62,-492.57,-551.63,-120.18,108.23,-27.427,535.3,310.23,57.263,-734.04,-150.12,4.8389,174.32,72.755,-135.76,87.67,20.964
520.26,-286.19,-141.34,-87.066,-229.4,323.48,-20.682,284.32,225.59,-192.16,-74.19,45.549,-461.28,93.492,181.23,-69.771,305.19
-72.524,-449.84,293.46,-198.8,-227.5,808.38,460.76,89.699,712.68,141.25,-283.54,142.95,-129.55,232.25,-229.36,-121.81,253.48
-243.44,-705.72,261.81,-595.19,339.38,-1.6093,619.57,107.14,-150.71,81.074,-251.8,236.28,172.52,317.2,333.8,13.541,133.93
302.17,-536.97,97.361,-404.91,-155.02,-150.09,146.64,-248.8,-217.68,38.889,426.09,-33.171,-72.807,-57.419,-244.45,470.56,8.8391
-554.26,-505.53,325.88,-867.64,108.42,-428.58,637.03,-82.11,654.07,-596.18,-618.75,-504.86,-56.172,-174.51,52.634,-545.91,-411.82
70.629,-909.08,379.76,22.783,-72.156,-198.23,375.15,-145.39,-246.05,21.603,56.108,-716.82,100.39,-13.819,63.448,152.57,-339.73
211.95,-356.54,-688.09,-257.88,-33.808,-349.33,462.18,73.918,-49.184,-471.91,114.52,-90.337,-144.06,-56.994,-130.42,146.55,280.86
-177.49,-591.84,303.49,-762.58,57.982,-463.64,594.83,-126.74,12.56,-179.9,-289.74,162.74,-203.52,35.019,340.22,83.6,-1.997
-39.16,-305.25,-43.105,-707.39,362.65,-145.08,682.45,-43.24,333.36,-300.06,-186.36,-370.51,-204.69,-350.8,53.001,-590.12,-364.74
532.26,-116.89,-212.57,258.68,230.09,33.255,122.07,112.9,-200.34,-275.8,-24.725,-41.424,-146.75,50.826,-339.57,-217.73,-29.851
135.11,-326,231.98,-767.73,234.19,-298.78,146.02,-264.94,372.95,46.737,-308.32,304.52,-453.96,-47.151,220.05,-387.42,28.153
253.61,-218.79,-625.85,139.34,-276.16,-40.141,410.87,162.63,233.3,-792.13,-220.14,60.208,228.7,-29.531,-274.31,-93.578,-57.545
710.66,-178.19,-328.46,100.12,101.14,24.339,237.58,80.826,50.892,-557.6,-175.3,-25.815,17.495,-104.89,-297.16,-13.91,-145.46
561.04,-375.58,74.449,-65.46,231.97,-71.717,241.7,0.5102,-445.2,-438.92,142.49,-53.94,-106.39,-0.85685,-226.03,-10.131,-140.97
278.81,-817.83,-102.57,224.33,-391.29,-21.469,343.21,367.9,-84.487,-87.156,363.86,-583.1,-87.453,-313.99,-97.45,70.475,248.27
354.62,-640.62,-206.98,225.91,-192.17,300.96,436.84,137.87,-193.8,-121.65,111.63,-299.23,-212.92,-483.11,-314.35,28.776,5.0068
-210.67,-338.33,-181.69,-411.61,-93.181,323.97,107.22,-92.316,383.98,453.24,138.63,409.8,-577.69,-41.778,-294.84,-138.08,468.14
303.32,-441.08,321.84,-476.82,-27.277,1.51,507.21,-86.124,126.34,298.65,214.31,164.84,-413.35,83.701,45.575,387.64,54
-283.35,-920.29,-373.48,106.73,-329.09,-564.84,-124.97,529.21,-20.317,-490.97,-73.716,-272.82,-77.079,307.22,363.61,-192.34,170.36
-357.12,-666.8,793.71,-92.45,-193.47,109.56,488.19,-518.19,537.69,-327.64,399.48,-13.74,318.14,322.09,-109.68,123.7,262.75
-423.96,-1091.5,-690.94,436.42,-35.408,303.7,-3.7594,257.76,195.28,-439.29,-646.68,-442.96,259.67,100.36,259,175.63,168.63
18.327,-386,543.91,-571.05,-133.86,-116.14,557.08,-500.68,908.45,-509.41,-160.24,-38.32,-262.51,95.616,9.7999,-593.09,-240.45
-311.55,-490.48,239.6,-840.85,487.26,-20.149,505.46,307.05,90.557,-592.12,-112.47,-195.29,-147.46,15.967,79.782,-252,66.823
163.28,-772.64,375.45,-209.93,-299.39,-20.785,176.24,91.29,32.841,-2.0113,299.71,-608.64,-384.35,-17.255,124.44,170.94,157.83
187.77,-568.35,646.47,82.656,-206.9,209.28,-36.781,-219.09,475.88,-6.6785,101.85,-598.65,52.969,209.12,2.2166,109.89,225.38
386.48,-153.9,627.71,-133.39,-204.27,422.16,286.07,-150.94,315.71,74.394,-222.81,103.47,293,311.86,-493.77,102.59,-100.89
-400.26,-1056.9,-763.23,-150.69,-157.17,-28.906,372.46,2.2357,-89.313,-341.68,-304.31,-527.24,38.46,-95.547,424.65,233.57,330.56
475.25,-475.37,364.13,-3.8012,-290.72,293.36,400.79,23.106,-260.83,-215.35,262.93,-563.89,116.18,35.643,-322.69,-50.998,-113.53
369.25,-192.62,754.26,50.971,-146.21,388.99,30.609,-156.47,415.91,320.69,-23.343,-218.63,337.99,192.78,-364.67,115.3,71.112
-9.5189,-691.59,-524.86,-486.69,115.61,173.86,383.31,502.48,178.43,-374.14,-75.519,-3.6303,98.836,261.07,-62.329,337.13,76.603
183.13,-383.98,-441.21,326.48,-173.15,-5.9464,-29.114,324.15,-191.93,-742.73,-54.609,64.949,306.7,472.79,-384.92,66.411,79.91
503.29,-451.12,-302.42,26.231,11.496,33.679,152.82,382.89,-234.09,-262.73,278.47,-19.429,-229.39,-301.03,-198.2,-126.8,155.24
-525.79,-663.1,-848.49,-450.46,111.04,271.03,136.48,-114.8,-170.15,-24.971,-249.46,40.909,212.24,-345.64,-284.27,-212.78,453.18
388.8,-372.18,139.56,-300.87,-50.312,-12.585,135.73,75.729,424.01,579.8,280.21,-242.29,-395.97,107.74,257.28,260.74,344.29
142.41,-537.08,105.97,-205.4,-392.07,464.33,541.3,-188.05,175.87,283.54,171.62,292.19,-416.85,-3.1429,-133.79,150.27,207.4
